gene,log2FC,U_stat,pvalue,qvalue,neg_log10_q,significant,direction
RAD51D,-0.019379074253133233,11786.0,0.9077745725081516,0.945326078593279,0.024418361113072433,False,ns
C7orf23,-0.0107631268688273,11974.0,0.9077745803138341,0.945326078593279,0.024418361113072433,False,ns
CCDC117,0.011710647378317063,11973.0,0.9087566141014221,0.9459593637838296,0.024127519479288793,False,ns
ADCY10,0.039472615919389664,11787.0,0.9087565986548168,0.9459593637838296,0.024127519479288793,False,ns
EIF2B1,-0.0019801623319022355,11973.0,0.9087565754848942,0.9459593637838296,0.024127519479288793,False,ns
RBM34,0.024163941081985385,11787.0,0.9087565909315113,0.9459593637838296,0.024127519479288793,False,ns
KCNK5,-0.025463757004956733,11973.0,0.9087566141014221,0.9459593637838296,0.024127519479288793,False,ns
AKAP12,-0.032207687037026034,11787.0,0.9087566141014221,0.9459593637838296,0.024127519479288793,False,ns
CRYGB,0.03377249995143061,11788.0,0.9097387720634695,0.9467220749907036,0.023777496195311377,False,ns
PNPT1,0.046260379115162564,11788.0,0.9097387720634695,0.9467220749907036,0.023777496195311377,False,ns
PRSS37,0.020698915705828824,11972.0,0.9097387567816887,0.9467220749907036,0.023777496195311377,False,ns
EIF4E3,-0.0009093827277428801,11972.0,0.9097387949861261,0.9467220749907036,0.023777496195311377,False,ns
AHSA1,0.0017289722061910595,11789.0,0.9107210834402735,0.947354648861403,0.023487409370215578,False,ns
WWOX,-0.010527931208170749,11971.0,0.9107210985571441,0.947354648861403,0.023487409370215578,False,ns
GNG13,-0.04174943549943588,11971.0,0.9107211061155767,0.947354648861403,0.023487409370215578,False,ns
BEND2,0.03113759537481342,11789.0,0.910721053206509,0.947354648861403,0.023487409370215578,False,ns
MTERFD2,-0.0076801540980415695,11971.0,0.9107210909987098,0.947354648861403,0.023487409370215578,False,ns
TRPV5,0.020959135437229826,11971.0,0.9107210985571441,0.947354648861403,0.023487409370215578,False,ns
CXCL9,-0.004388972181882167,11790.0,0.9117035462483433,0.9479219140777208,0.023227436587987947,False,ns
CDR2,-0.015644640964504575,11790.0,0.9117035387723947,0.9479219140777208,0.023227436587987947,False,ns
DNAJB8,0.0877776294507604,11970.0,0.9117035387723947,0.9479219140777208,0.023227436587987947,False,ns
MRFAP1L1,0.01968763205628754,11790.0,0.9117035387723947,0.9479219140777208,0.023227436587987947,False,ns
BMX,0.00038187900142894193,11790.0,0.91170355372429,0.9479219140777208,0.023227436587987947,False,ns
ASXL3,-0.018371387532805095,11970.0,0.9117035462483433,0.9479219140777208,0.023227436587987947,False,ns
PIWIL3,0.017622992442498653,11970.0,0.9117035462483433,0.9479219140777208,0.023227436587987947,False,ns
MEX3B,-0.02244325163889993,11969.0,0.9126861215360017,0.9484887682035155,0.022967807565109393,False,ns
HNRNPL,-0.005539156376944021,11969.0,0.9126861141425714,0.9484887682035155,0.022967807565109393,False,ns
TRPM1,0.08439393121417593,11969.0,0.9126861289294302,0.9484887682035155,0.022967807565109393,False,ns
FRK,0.06292796102076892,11969.0,0.9126861289294302,0.9484887682035155,0.022967807565109393,False,ns
MAK16,0.06435432056992418,11969.0,0.9126861289294302,0.9484887682035155,0.022967807565109393,False,ns
ANGEL2,-0.021961742619373226,11969.0,0.9126861289294302,0.9484887682035155,0.022967807565109393,False,ns
PAQR4,-0.010619159131354472,11969.0,0.9126861215360017,0.9484887682035155,0.022967807565109393,False,ns
TFG,0.01194923664217562,11792.0,0.9136688304886253,0.9489902962541606,0.02273822835755241,False,ns
ZNF26,0.048000954532792406,11792.0,0.9136688377995017,0.9489902962541606,0.02273822835755241,False,ns
EPSTI1,0.005210778868748989,11968.0,0.9136688524212488,0.9489902962541606,0.02273822835755241,False,ns
FSHR,0.04948627345328571,11968.0,0.9136688377995017,0.9489902962541606,0.02273822835755241,False,ns
FMO3,-0.016734284220362383,11792.0,0.9136688451103763,0.9489902962541606,0.02273822835755241,False,ns
IPO5,0.05445198733277046,11968.0,0.9136688524212488,0.9489902962541606,0.02273822835755241,False,ns
CXorf69,0.016887144789553332,11792.0,0.9136688377995017,0.9489902962541606,0.02273822835755241,False,ns
PSTK,-0.019008961842243544,11792.0,0.9136688304886253,0.9489902962541606,0.02273822835755241,False,ns
HEATR5B,0.0002778707559585314,11793.0,0.9146516933005402,0.9497512014520534,0.022390148382700297,False,ns
IQCF1,0.017926327068561676,11793.0,0.9146516933005402,0.9497512014520534,0.022390148382700297,False,ns
OR6N1,0.004980170467448808,11967.0,0.9146517005288253,0.9497512014520534,0.022390148382700297,False,ns
THPO,0.014367097647651761,11793.0,0.9146517005288253,0.9497512014520534,0.022390148382700297,False,ns
TRIM2,0.04074378664159717,11966.0,0.9156346720086752,0.9504468217376703,0.022072177243532876,False,ns
C12orf50,-0.005535213733106392,11966.0,0.915634657717341,0.9504468217376703,0.022072177243532876,False,ns
C11orf54,0.009298788772555966,11794.0,0.9156346720086752,0.9504468217376703,0.022072177243532876,False,ns
SCGBL,-0.021202291834603315,11794.0,0.915634664863009,0.9504468217376703,0.022072177243532876,False,ns
GAK,0.0020035974982341997,11794.0,0.9156346505716711,0.9504468217376703,0.022072177243532876,False,ns
CPEB4,0.07153020675768929,11965.0,0.9166177797429361,0.9510771020994037,0.021784274167746268,False,ns
DCHS2,-0.040567664816668625,11965.0,0.9166177726799234,0.9510771020994037,0.021784274167746268,False,ns
HIST1H4A,0.03209505267600443,11965.0,0.916617786805947,0.9510771020994037,0.021784274167746268,False,ns
GSX2,-0.031453945910475234,11965.0,0.9166177656169088,0.9510771020994037,0.021784274167746268,False,ns
FAM9A,-0.003767286615359744,11795.0,0.9166177514908743,0.9510771020994037,0.021784274167746268,False,ns
AAGAB,-0.00037151406213098426,11795.0,0.9166177444278545,0.9510771020994037,0.021784274167746268,False,ns
LRRN1,0.06560822230694807,11964.0,0.9176010219912103,0.9518370584820672,0.021437390542765934,False,ns
CCDC89,0.0551113433973871,11964.0,0.9176010219912103,0.9518370584820672,0.021437390542765934,False,ns
ID3,0.00827605628376027,11964.0,0.9176010150108852,0.9518370584820672,0.021437390542765934,False,ns
GOT1,0.004299538340367448,11796.0,0.9176010080305583,0.9518370584820672,0.021437390542765934,False,ns
SCGB1D1,-0.03833879728264167,11963.0,0.918584355626668,0.9522714564799348,0.021239233079350082,False,ns
VSIG1,-0.13389369748061775,11963.0,0.9185843763195001,0.9522714564799348,0.021239233079350082,False,ns
MTHFR,-0.010657728812665468,11797.0,0.9185843625242804,0.9522714564799348,0.021239233079350082,False,ns
GLO1,-0.003832306643166916,11963.0,0.918584355626668,0.9522714564799348,0.021239233079350082,False,ns
DND1,-0.00012776474840947571,11797.0,0.9185843625242804,0.9522714564799348,0.021239233079350082,False,ns
MEX3A,0.02010578732833679,11963.0,0.9185843832171071,0.9522714564799348,0.021239233079350082,False,ns
ZNF600,0.04112668705362932,11963.0,0.9185843694218911,0.9522714564799348,0.021239233079350082,False,ns
SLC35F3,0.03162799144332418,11963.0,0.9185843763195001,0.9522714564799348,0.021239233079350082,False,ns
RBKS,0.011962498546811418,11963.0,0.9185843625242804,0.9522714564799348,0.021239233079350082,False,ns
AADAT,0.02574621799030119,11962.0,0.919567848545459,0.9529005564385802,0.02095241944920778,False,ns
TCERG1,0.07400552472444843,11798.0,0.919567868990037,0.9529005564385802,0.02095241944920778,False,ns
MICB,-0.0075682604282008015,11798.0,0.9195678621751794,0.9529005564385802,0.02095241944920778,False,ns
PROL1,-0.0273037899976476,11798.0,0.9195678281008655,0.9529005564385802,0.02095241944920778,False,ns
TRIT1,-0.009210836628119168,11798.0,0.9195678553603202,0.9529005564385802,0.02095241944920778,False,ns
TMCO4,-0.021111657358739322,11798.0,0.9195678553603202,0.9529005564385802,0.02095241944920778,False,ns
NIPAL3,-0.02421694391423923,11800.0,0.9215351949012102,0.95324732268975,0.020794405821090385,False,ns
CDSN,0.02357470274287854,11960.0,0.9215352015504769,0.95324732268975,0.020794405821090385,False,ns
ZNF573,-0.0007892983341672988,11960.0,0.9215352015504769,0.95324732268975,0.020794405821090385,False,ns
PSENEN,-0.005809837805790252,11799.0,0.9205514710837508,0.95324732268975,0.020794405821090385,False,ns
LOC440356,0.07557784576115312,11799.0,0.9205514441554268,0.95324732268975,0.020794405821090385,False,ns
CKAP2,0.03858705211246649,11960.0,0.9215351882519418,0.95324732268975,0.020794405821090385,False,ns
FABP7,0.03311593687559089,11961.0,0.9205514508875103,0.95324732268975,0.020794405821090385,False,ns
PDSS1,0.0041576776961935735,11800.0,0.9215352081997419,0.95324732268975,0.020794405821090385,False,ns
SCARF2,-0.015735734021355086,11960.0,0.9215352081997419,0.95324732268975,0.020794405821090385,False,ns
BMP7,-0.021661065814748248,11799.0,0.9205514710837508,0.95324732268975,0.020794405821090385,False,ns
MEIS3,0.04047625334101923,11960.0,0.9215351949012102,0.95324732268975,0.020794405821090385,False,ns
TCEB3B,0.039925426667877684,11800.0,0.9215352015504769,0.95324732268975,0.020794405821090385,False,ns
ZNF251,0.008022937162524002,11800.0,0.9215352015504769,0.95324732268975,0.020794405821090385,False,ns
TYRP1,-0.07749063787832533,11960.0,0.9215352081997419,0.95324732268975,0.020794405821090385,False,ns
BRMS1L,0.059072581309502326,11960.0,0.9215351949012102,0.95324732268975,0.020794405821090385,False,ns
LAMP2,0.05016559975832635,11960.0,0.9215351949012102,0.95324732268975,0.020794405821090385,False,ns
ZNF512B,-0.005807619169829081,11799.0,0.9205514441554268,0.95324732268975,0.020794405821090385,False,ns
KCNB1,-0.01744878360503499,11961.0,0.9205514778158276,0.95324732268975,0.020794405821090385,False,ns
GAA,0.020867451770849144,11960.0,0.9215352081997419,0.95324732268975,0.020794405821090385,False,ns
TMEM203,-0.011477194685340919,11960.0,0.9215352015504769,0.95324732268975,0.020794405821090385,False,ns
STX4,0.010604910971370174,11961.0,0.9205514778158276,0.95324732268975,0.020794405821090385,False,ns
RBM8A,0.012125634379680506,11800.0,0.9215351949012102,0.95324732268975,0.020794405821090385,False,ns
PTPLAD1,0.005101136225288627,11799.0,0.9205514778158276,0.95324732268975,0.020794405821090385,False,ns
ASXL2,0.013910891281716076,11799.0,0.9205514710837508,0.95324732268975,0.020794405821090385,False,ns
DNAJB12,-0.011210844002873088,11800.0,0.9215352015504769,0.95324732268975,0.020794405821090385,False,ns
C5orf34,0.007137997655100037,11799.0,0.9205514778158276,0.95324732268975,0.020794405821090385,False,ns
C2orf43,0.0015951571165100376,11959.0,0.9225190455136378,0.9536801491591964,0.020597257105887275,False,ns
RTP3,0.146279176851563,11959.0,0.9225190389472118,0.9536801491591964,0.020597257105887275,False,ns
TP73,-0.013028732377847518,11959.0,0.9225190586464849,0.9536801491591964,0.020597257105887275,False,ns
HSD17B4,0.0014398281761085485,11801.0,0.9225190389472118,0.9536801491591964,0.020597257105887275,False,ns
NDN,0.019909725457168292,11959.0,0.9225190520800622,0.9536801491591964,0.020597257105887275,False,ns
ABLIM2,-0.01237072656667948,11801.0,0.9225190586464849,0.9536801491591964,0.020597257105887275,False,ns
ANP32D,-0.024685846894205277,11801.0,0.9225190520800622,0.9536801491591964,0.020597257105887275,False,ns
WDR17,0.005093263117951885,11959.0,0.9225190389472118,0.9536801491591964,0.020597257105887275,False,ns
SYAP1,0.012984301442179103,11959.0,0.9225190455136378,0.9536801491591964,0.020597257105887275,False,ns
PRSS30P,-0.043260829358402475,11802.0,0.9235030211766604,0.9542424586401197,0.02034126358627661,False,ns
SRGAP3,-0.005744597880410041,11802.0,0.9235030276602106,0.9542424586401197,0.02034126358627661,False,ns
FIZ1,-0.007274872890798534,11958.0,0.9235030211766604,0.9542424586401197,0.02034126358627661,False,ns
ADI1,0.00430436236842624,11958.0,0.9235030211766604,0.9542424586401197,0.02034126358627661,False,ns
KRT83,0.0029000846624374077,11802.0,0.9235030082095548,0.9542424586401197,0.02034126358627661,False,ns
KDM6B,0.009496288638414008,11802.0,0.9235030211766604,0.9542424586401197,0.02034126358627661,False,ns
ACPL2,0.006630225240380483,11802.0,0.9235030146931084,0.9542424586401197,0.02034126358627661,False,ns
NUP214,-0.011340892995937324,11957.0,0.9244871073438805,0.9549342941373125,0.020026509751640685,False,ns
CA12,0.008633010992410206,11803.0,0.9244871137445286,0.9549342941373125,0.020026509751640685,False,ns
EHMT2,-0.027368531192957235,11803.0,0.9244871073438805,0.9549342941373125,0.020026509751640685,False,ns
HIST1H3B,-0.005573573295395207,11957.0,0.9244871073438805,0.9549342941373125,0.020026509751640685,False,ns
TDRKH,0.015291639641518806,11957.0,0.9244871137445286,0.9549342941373125,0.020026509751640685,False,ns
AHCYL1,-0.009159259812276943,11804.0,0.9254712964493564,0.9554308057542246,0.019800759961411202,False,ns
IL36A,0.03397445055225656,11956.0,0.925471315402511,0.9554308057542246,0.019800759961411202,False,ns
ZNF559,0.016996034645087477,11804.0,0.9254713027670762,0.9554308057542246,0.019800759961411202,False,ns
TFRC,0.00625444663068464,11956.0,0.9254713027670762,0.9554308057542246,0.019800759961411202,False,ns
EPHA7,-0.07984789729638031,11804.0,0.925471315402511,0.9554308057542246,0.019800759961411202,False,ns
SAE1,-0.004859054334223956,11804.0,0.9254713090847945,0.9554308057542246,0.019800759961411202,False,ns
PLEKHN1,0.05591911299769681,11804.0,0.9254713090847945,0.9554308057542246,0.019800759961411202,False,ns
MCMBP,0.025232080975493787,11956.0,0.9254713090847945,0.9554308057542246,0.019800759961411202,False,ns
ADAM22,-0.003069526378558951,11955.0,0.9264556186671855,0.9562518791059698,0.01942769841657252,False,ns
ANKLE2,0.02560646944904299,11805.0,0.9264556186671855,0.9562518791059698,0.01942769841657252,False,ns
TTPA,-0.01933270171114554,11805.0,0.9264556249019431,0.9562518791059698,0.01942769841657252,False,ns
RABEPK,0.0029454136957003385,11954.0,0.9274400409938056,0.9570076692465481,0.019084581869854053,False,ns
ENOX2,-0.0019515465156114686,11954.0,0.9274400348420341,0.9570076692465481,0.019084581869854053,False,ns
RFWD3,-0.03886399255567241,11806.0,0.9274400409938056,0.9570076692465481,0.019084581869854053,False,ns
TMEM202,0.008827422928905815,11806.0,0.9274400348420341,0.9570076692465481,0.019084581869854053,False,ns
ZFPL1,-0.016715393261054423,11953.0,0.9284245988412461,0.957633037331665,0.01880087964076246,False,ns
HRSP12,0.02559545398756846,11953.0,0.9284245927724968,0.957633037331665,0.01880087964076246,False,ns
CBY1,-0.01566923764526429,11807.0,0.928424586703746,0.957633037331665,0.01880087964076246,False,ns
RPA3,0.000894593844858349,11953.0,0.9284245988412461,0.957633037331665,0.01880087964076246,False,ns
LSS,-0.0187710220465096,11807.0,0.9284245806349936,0.957633037331665,0.01880087964076246,False,ns
CLMN,0.0248210007382621,11807.0,0.928424586703746,0.957633037331665,0.01880087964076246,False,ns
REG3A,0.03959440892465427,11808.0,0.929409241828392,0.9581929021295159,0.018547050527969053,False,ns
IL17F,0.0036163520447445308,11808.0,0.9294092358426865,0.9581929021295159,0.018547050527969053,False,ns
SLC27A1,-0.01655040369429983,11808.0,0.9294092298569795,0.9581929021295159,0.018547050527969053,False,ns
LCLAT1,-0.015818082505782982,11808.0,0.929409241828392,0.9581929021295159,0.018547050527969053,False,ns
RLN2,0.016291552240888407,11952.0,0.929409241828392,0.9581929021295159,0.018547050527969053,False,ns
KLF3,0.03534536798143861,11808.0,0.9294092358426865,0.9581929021295159,0.018547050527969053,False,ns
UBE2E3,-0.009447373063759201,11808.0,0.9294092298569795,0.9581929021295159,0.018547050527969053,False,ns
TGM3,0.033164651648070365,11951.0,0.9303939989655166,0.9587523585566818,0.01829355466550003,False,ns
ALG12,-0.005091409760123788,11951.0,0.9303939812576141,0.9587523585566818,0.01829355466550003,False,ns
MDK,-0.0043877456319734165,11809.0,0.9303940048681476,0.9587523585566818,0.01829355466550003,False,ns
HNRNPA3,0.00229789488559895,11951.0,0.9303940048681476,0.9587523585566818,0.01829355466550003,False,ns
PMP2,-0.04088719753299408,11809.0,0.9303939812576141,0.9587523585566818,0.01829355466550003,False,ns
RNF157,0.09355268101510239,11809.0,0.9303939989655166,0.9587523585566818,0.01829355466550003,False,ns
PSMB6,-0.008639797861050624,11809.0,0.9303939930628838,0.9587523585566818,0.01829355466550003,False,ns
PGBD4,0.00035086755602797837,11810.0,0.9313788568643278,0.9592463005550911,0.0180698670335899,False,ns
C8orf51,-0.002050904462322478,11950.0,0.9313788685033917,0.9592463005550911,0.0180698670335899,False,ns
KLF15,-0.04268168528019434,11810.0,0.9313788626838605,0.9592463005550911,0.0180698670335899,False,ns
CSMD2,0.04213434219739298,11950.0,0.9313788335861823,0.9592463005550911,0.0180698670335899,False,ns
NUCKS1,-0.009381413339982103,11810.0,0.9313788568643278,0.9592463005550911,0.0180698670335899,False,ns
ORMDL2,-0.009180494872710554,11810.0,0.9313788452252579,0.9592463005550911,0.0180698670335899,False,ns
A2LD1,-0.01590563802803935,11950.0,0.9313788626838605,0.9592463005550911,0.0180698670335899,False,ns
CELF3,-0.006575477100382088,11810.0,0.9313788626838605,0.9592463005550911,0.0180698670335899,False,ns
CSRP1,-0.0018487938349220912,11811.0,0.9323638372193293,0.9597398148090742,0.01784648811463406,False,ns
FEN1,-0.008579371566783678,11949.0,0.9323638257465188,0.9597398148090742,0.01784648811463406,False,ns
TM6SF2,-0.024516681568040433,11949.0,0.9323638142737024,0.9597398148090742,0.01784648811463406,False,ns
APEH,-0.0166781644385825,11811.0,0.9323638257465188,0.9597398148090742,0.01784648811463406,False,ns
CCNI,-0.0050466209134274465,11949.0,0.9323638257465188,0.9597398148090742,0.01784648811463406,False,ns
UTP11L,0.010444418396911459,11949.0,0.9323638372193293,0.9597398148090742,0.01784648811463406,False,ns
STRA13,-0.015050715736924403,11811.0,0.9323638257465188,0.9597398148090742,0.01784648811463406,False,ns
TMEM55A,0.011496477929092919,11949.0,0.9323638200101113,0.9597398148090742,0.01784648811463406,False,ns
PRPS1L1,0.014550202647721555,11948.0,0.9333489038617272,0.9602329004701713,0.017623417875433322,False,ns
PLSCR2,3.026256301974506e-05,11812.0,0.9333488755954482,0.9602329004701713,0.017623417875433322,False,ns
CD244,-0.020091176105134778,11812.0,0.9333489095149787,0.9602329004701713,0.017623417875433322,False,ns
AQP6,0.07637256301661877,11812.0,0.9333488869019642,0.9602329004701713,0.017623417875433322,False,ns
NFYC,-0.008712149206884234,11948.0,0.9333488925552199,0.9602329004701713,0.017623417875433322,False,ns
GPR119,0.005091156185180523,11812.0,0.9333489038617272,0.9602329004701713,0.017623417875433322,False,ns
TEKT4,-0.02766721174499054,11812.0,0.9333489095149787,0.9602329004701713,0.017623417875433322,False,ns
SENP2,0.0032163243933407415,11948.0,0.9333488982084743,0.9602329004701713,0.017623417875433322,False,ns
SLC9A5,0.010528066689589721,11947.0,0.9343340783188102,0.9610510498328526,0.01725354253763505,False,ns
LRRC45,-0.015443035386327963,11813.0,0.9343340838888826,0.9610510498328526,0.01725354253763505,False,ns
OR51B5,0.013220947887447654,11947.0,0.9343340838888826,0.9610510498328526,0.01725354253763505,False,ns
C2orf85,-0.008483703330684822,11946.0,0.9353193588391147,0.9617386620048608,0.016942924914829793,False,ns
FAM83F,0.01904268127878872,11946.0,0.9353193588391147,0.9617386620048608,0.016942924914829793,False,ns
KPNA6,-0.0069976395128446,11946.0,0.9353193368916348,0.9617386620048608,0.016942924914829793,False,ns
PTH1R,-0.03971976869318006,11814.0,0.9353193423785069,0.9617386620048608,0.016942924914829793,False,ns
ZNF667,0.00978563993200865,11946.0,0.9353193588391147,0.9617386620048608,0.016942924914829793,False,ns
ACER3,0.024391840347212757,11945.0,0.9363047274596479,0.9625562674295463,0.016573873850722072,False,ns
GFER,-0.018697877492951598,11945.0,0.936304732863286,0.9625562674295463,0.016573873850722072,False,ns
TMEM223,-0.013306420621187698,11815.0,0.9363047274596479,0.9625562674295463,0.016573873850722072,False,ns
REG4,-0.21344743523819343,11944.0,0.9372901938177847,0.96298242326097,0.01638163971911533,False,ns
SMO,0.03333036844163395,11944.0,0.9372902044585529,0.96298242326097,0.01638163971911533,False,ns
CCDC51,0.0021643828943940235,11944.0,0.9372902044585529,0.96298242326097,0.01638163971911533,False,ns
PAX5,0.050676265427628486,11816.0,0.9372901884973986,0.96298242326097,0.01638163971911533,False,ns
TINAG,0.005063577048037615,11816.0,0.9372901831770112,0.96298242326097,0.01638163971911533,False,ns
POLR3G,0.00022976558778609046,11816.0,0.9372901991381695,0.96298242326097,0.01638163971911533,False,ns
CMIP,0.01840800320702396,11944.0,0.9372901938177847,0.96298242326097,0.01638163971911533,False,ns
METTL2A,-0.010023100051139266,11816.0,0.9372901938177847,0.96298242326097,0.01638163971911533,False,ns
ATP8B2,-0.00014901527127264558,11816.0,0.9372901991381695,0.96298242326097,0.01638163971911533,False,ns
TMPRSS11E,-0.099273952913975,11943.0,0.9382757406989772,0.9636688864213122,0.016072162676036637,False,ns
RTN4RL2,-0.008106411310156325,11943.0,0.9382757616474131,0.9636688864213122,0.016072162676036637,False,ns
RPL19,-0.00036679465075195594,11943.0,0.9382757459360882,0.9636688864213122,0.016072162676036637,False,ns
ELK3,0.011889023211162808,11817.0,0.9382757668845187,0.9636688864213122,0.016072162676036637,False,ns
ESX1,-0.07532215535312292,11943.0,0.9382757616474131,0.9636688864213122,0.016072162676036637,False,ns
TTTY3,0.08130723175037247,11818.0,0.9392614188873553,0.9640289772423405,0.015909911670499564,False,ns
NAT8,0.0329157975022194,11942.0,0.9392614343487626,0.9640289772423405,0.015909911670499564,False,ns
MSX2,-0.010429134209467783,11818.0,0.9392614291949615,0.9640289772423405,0.015909911670499564,False,ns
LCORL,0.07218174279545941,11942.0,0.9392614240411591,0.9640289772423405,0.015909911670499564,False,ns
C4BPA,-0.09251958043098796,11942.0,0.9392614343487626,0.9640289772423405,0.015909911670499564,False,ns
MAPK15,0.04606160502311374,11818.0,0.9392614343487626,0.9640289772423405,0.015909911670499564,False,ns
MAGEA11,-0.003417605677363156,11818.0,0.9392614085797438,0.9640289772423405,0.015909911670499564,False,ns
C1orf127,0.050847334832972546,11818.0,0.9392614343487626,0.9640289772423405,0.015909911670499564,False,ns
C12orf43,-0.027845871536758438,11818.0,0.9392614188873553,0.9640289772423405,0.015909911670499564,False,ns
C6orf223,-0.023593899591556333,11818.0,0.9392614343487626,0.9640289772423405,0.015909911670499564,False,ns
POFUT1,0.049079237679629184,11941.0,0.9402471896358033,0.9647145886226086,0.015601153931013911,False,ns
MYADML2,0.11358913662713466,11941.0,0.9402471794948535,0.9647145886226086,0.015601153931013911,False,ns
SAMD4B,-0.0031180162439969905,11819.0,0.9402471794948535,0.9647145886226086,0.015601153931013911,False,ns
EGR1,0.050975609405961464,11941.0,0.9402471896358033,0.9647145886226086,0.015601153931013911,False,ns
PCSK7,-0.0029173347106610237,11941.0,0.9402471744243767,0.9647145886226086,0.015601153931013911,False,ns
ZNF439,0.033454121301221384,11820.0,0.9412330364781489,0.9653998306579933,0.015292781697465124,False,ns
MED10,-0.005156968391450079,11940.0,0.9412330314910249,0.9653998306579933,0.015292781697465124,False,ns
ASPA,-0.004097704340228603,11820.0,0.9412330314910249,0.9653998306579933,0.015292781697465124,False,ns
IL20RB,0.006399818645219213,11940.0,0.9412330314910249,0.9653998306579933,0.015292781697465124,False,ns
OR7E91P,0.0012752180014974357,11820.0,0.9412330364781489,0.9653998306579933,0.015292781697465124,False,ns
C9orf139,0.01630312731507466,11939.0,0.9422189684670316,0.9657585425907144,0.015131441626217379,False,ns
PGP,-0.018452341664888294,11821.0,0.942218953755771,0.9657585425907144,0.015131441626217379,False,ns
CCL17,0.023762795098498657,11821.0,0.9422189733707825,0.9657585425907144,0.015131441626217379,False,ns
ASB3,-0.003154727600238161,11821.0,0.942218953755771,0.9657585425907144,0.015131441626217379,False,ns
DPYD,-0.015847721299424578,11821.0,0.9422189733707825,0.9657585425907144,0.015131441626217379,False,ns
FKBP6,-0.013275066750436881,11821.0,0.9422189635632793,0.9657585425907144,0.015131441626217379,False,ns
FBXW8,-0.014094207233584122,11821.0,0.9422189635632793,0.9657585425907144,0.015131441626217379,False,ns
MADD,0.0030030036627959333,11821.0,0.9422189586595258,0.9657585425907144,0.015131441626217379,False,ns
INTS9,-0.006301400844279215,11821.0,0.9422189586595258,0.9657585425907144,0.015131441626217379,False,ns
ZNF764,-0.05582872586565557,11821.0,0.9422189488520151,0.9657585425907144,0.015131441626217379,False,ns
PCIF1,-0.012975973734119961,11938.0,0.9432049795268442,0.9661820555981906,0.014941032702382047,False,ns
LHCGR,0.014642783595903985,11822.0,0.9432049602453957,0.9661820555981906,0.014941032702382047,False,ns
WNK4,-0.025256701721094288,11938.0,0.9432049939879178,0.9661820555981906,0.014941032702382047,False,ns
PLEKHA7,-0.02882306953856073,11822.0,0.9432049939879178,0.9661820555981906,0.014941032702382047,False,ns
DAXX,-0.000630467142588742,11822.0,0.9432049795268442,0.9661820555981906,0.014941032702382047,False,ns
AICDA,0.004216866070376746,11822.0,0.9432049988082731,0.9661820555981906,0.014941032702382047,False,ns
UBE2B,0.032158927779754265,11938.0,0.9432049939879178,0.9661820555981906,0.014941032702382047,False,ns
CPEB2,0.06418672443682993,11938.0,0.9432049988082731,0.9661820555981906,0.014941032702382047,False,ns
SLC26A10,-0.009193495609721936,11938.0,0.9432049988082731,0.9661820555981906,0.014941032702382047,False,ns
IGFBPL1,-0.0388186682752254,11823.0,0.9441911065478451,0.9666703309770209,0.014721610558550523,False,ns
SCFD2,-0.0010763053380582477,11937.0,0.9441911018109063,0.9666703309770209,0.014721610558550523,False,ns
CEP57,0.04421530872267354,11937.0,0.9441910970739663,0.9666703309770209,0.014721610558550523,False,ns
LEFTY1,-0.011326314084767475,11937.0,0.9441911065478451,0.9666703309770209,0.014721610558550523,False,ns
WBP1,0.0036312776890898846,11937.0,0.9441910876000827,0.9666703309770209,0.014721610558550523,False,ns
TUBB2A,0.02959665099271369,11937.0,0.9441911065478451,0.9666703309770209,0.014721610558550523,False,ns
ZNF224,0.018728822409304513,11937.0,0.9441910970739663,0.9666703309770209,0.014721610558550523,False,ns
RND1,0.002587967029290539,11937.0,0.9441911065478451,0.9666703309770209,0.014721610558550523,False,ns
C2orf29,0.00020109912348331704,11936.0,0.9451772953335754,0.9672233756966447,0.014473216062310067,False,ns
WDR76,-0.0071121700130589716,11824.0,0.945177304640575,0.9672233756966447,0.014473216062310067,False,ns
GPR55,0.010838599337948063,11824.0,0.9451772860265711,0.9672233756966447,0.014473216062310067,False,ns
ELOVL1,-0.014282694366082538,11936.0,0.945177309294073,0.9672233756966447,0.014473216062310067,False,ns
KLHL3,0.0033451895998979353,11936.0,0.945177309294073,0.9672233756966447,0.014473216062310067,False,ns
CIAPIN1,-0.006508659444003584,11824.0,0.9451772953335754,0.9672233756966447,0.014473216062310067,False,ns
RAB11FIP5,-0.0030954726071161787,11824.0,0.9451772999870758,0.9672233756966447,0.014473216062310067,False,ns
EIF5,0.075136510006514,11935.0,0.9461635867594756,0.9677759751370419,0.014225163375276125,False,ns
ACOT12,0.08217191123373313,11935.0,0.9461635776193981,0.9677759751370419,0.014225163375276125,False,ns
GTF2B,4.225622316944566e-05,11825.0,0.9461635821894374,0.9677759751370419,0.014225163375276125,False,ns
MPDZ,0.04120459802492071,11935.0,0.9461635821894374,0.9677759751370419,0.014225163375276125,False,ns
MGA,0.019904695844326525,11935.0,0.9461635821894374,0.9677759751370419,0.014225163375276125,False,ns
HINT2,-0.011482077676619795,11825.0,0.9461635867594756,0.9677759751370419,0.014225163375276125,False,ns
MYBBP1A,0.019350601704507753,11825.0,0.9461635776193981,0.9677759751370419,0.014225163375276125,False,ns
UROD,-0.008307651556506812,11826.0,0.9471499334512973,0.9683933677052868,0.013948193599222291,False,ns
