gene,log2FC,U_stat,pvalue,qvalue,neg_log10_q,significant,direction
ALB,-0.18090433505927805,9889.0,0.01365478231440993,0.045676420346571774,1.3403079390145554,False,ns
TNK2,0.13424850055530602,13871.0,0.013654774320953515,0.045676420346571774,1.3403079390145554,False,ns
OR5V1,0.08765871885021514,13871.0,0.013654774320953515,0.045676420346571774,1.3403079390145554,False,ns
ABL1,-0.21735750370509255,9889.0,0.01365475034059681,0.045676420346571774,1.3403079390145554,False,ns
HSPA12B,-0.2515442630779461,9890.0,0.013702082051940196,0.04582454407324348,1.338901847314126,False,ns
EIF2AK3,0.12095931523356107,13869.0,0.013749526451849797,0.04591246270610039,1.3380694114164051,False,ns
PLEC,-0.07630594869905671,9891.0,0.013749518417503347,0.04591246270610039,1.3380694114164051,False,ns
C12orf28,-0.3172801382974244,9891.0,0.013749542520548903,0.04591246270610039,1.3380694114164051,False,ns
HAR1A,0.10299678359879127,13869.0,0.013749534486198303,0.04591246270610039,1.3380694114164051,False,ns
PAXIP1,-0.04679724174494915,9891.0,0.013749534486198303,0.04591246270610039,1.3380694114164051,False,ns
AATF,0.05967358786727672,13869.0,0.013749502348816795,0.04591246270610039,1.3380694114164051,False,ns
RABEP1,0.0911853681453092,13869.0,0.013749542520548903,0.04591246270610039,1.3380694114164051,False,ns
VGLL2,0.018250325504163722,9892.0,0.013797107828722977,0.04604099003251216,1.3368553461839907,False,ns
SERPINA7,0.002248863597406503,9892.0,0.01379708366419093,0.04604099003251216,1.3368553461839907,False,ns
FAM43B,0.3626754697374208,13868.0,0.0137971319932739,0.04604099003251216,1.3368553461839907,False,ns
LGMN,0.11790374982061813,13867.0,0.013844883018792999,0.04614961006264333,1.33583196415828,False,ns
B3GNT1,-0.1311674430261789,9893.0,0.013844874943396741,0.04614961006264333,1.33583196415828,False,ns
BCLAF1,-0.08794131784368275,9893.0,0.013844874943396741,0.04614961006264333,1.33583196415828,False,ns
GATM,0.11773303137964675,13867.0,0.013844883018792999,0.04614961006264333,1.33583196415828,False,ns
SLC5A12,0.10381200276426128,13867.0,0.013844874943396741,0.04614961006264333,1.33583196415828,False,ns
GAPVD1,-0.101061888807223,9894.0,0.013892755611506788,0.04627875268300879,1.3346183547804968,False,ns
IL11RA,-0.12195105360578395,9894.0,0.01389277180345659,0.04627875268300879,1.3346183547804968,False,ns
ZNF512,-0.08703383550011701,9894.0,0.013892755611506788,0.04627875268300879,1.3346183547804968,False,ns
RASD2,0.16923412147111794,13865.0,0.013940798657123941,0.04641836446921286,1.333310165786807,False,ns
GALP,0.017789811788000653,9895.0,0.01394076619077075,0.04641836446921286,1.333310165786807,False,ns
TIMM23,0.0803501888270528,13864.0,0.01398896389011785,0.046548135768383736,1.3320977076303568,False,ns
LY75,0.16481158785042815,13864.0,0.013988972027362755,0.046548135768383736,1.3320977076303568,False,ns
OR13D1,0.014717606014243101,9896.0,0.013988947615634378,0.046548135768383736,1.3320977076303568,False,ns
DONSON,0.13620905723982535,13863.0,0.01403729228702749,0.04663744110958379,1.3312652863466963,False,ns
DSC3,0.4939927090853442,13863.0,0.014037316760849032,0.04663744110958379,1.3312652863466963,False,ns
TMEM67,-0.11889271839440507,9897.0,0.014037300444965883,0.04663744110958379,1.3312652863466963,False,ns
SLC18A2,0.26652137064612,13863.0,0.014037308602906416,0.04663744110958379,1.3312652863466963,False,ns
RALYL,-0.07026304039360198,9897.0,0.014037308602906416,0.04663744110958379,1.3312652863466963,False,ns
SSX2,0.10910807224887176,13863.0,0.014037308602906416,0.04663744110958379,1.3312652863466963,False,ns
LINGO1,0.3167382828884193,13863.0,0.014037316760849032,0.04663744110958379,1.3312652863466963,False,ns
RHCE,0.23199542095516357,13862.0,0.01408578434566786,0.04674731227967602,1.3302433536825997,False,ns
ZNF511,-0.060003039248048395,9898.0,0.014085743452328792,0.04674731227967602,1.3302433536825997,False,ns
FARSB,0.07792286455549569,13862.0,0.01408578434566786,0.04674731227967602,1.3302433536825997,False,ns
RFT1,-0.09549337119714174,9898.0,0.01408578434566786,0.04674731227967602,1.3302433536825997,False,ns
PI4K2B,-0.03720097273191669,9898.0,0.014085776166995842,0.04674731227967602,1.3302433536825997,False,ns
ALOX5,0.12061350782772706,13861.0,0.014134415966677631,0.046867722668013645,1.3291261486078805,False,ns
NEIL1,-0.113952168886156,9899.0,0.014134407767234,0.046867722668013645,1.3291261486078805,False,ns
RG9MTD2,-0.06367228313618867,9899.0,0.014134415966677631,0.046867722668013645,1.3291261486078805,False,ns
EFCAB6,-0.2662888400036669,9899.0,0.014134415966677631,0.046867722668013645,1.3291261486078805,False,ns
KCNJ5,0.1848303931806683,13860.0,0.01418318746288214,0.047008905171736004,1.327819863328032,False,ns
REG3G,0.02682712828004874,9900.0,0.014183105260464996,0.047008905171736004,1.327819863328032,False,ns
CLDN17,-0.041293393464229666,9901.0,0.014232090906476928,0.04708879471664916,1.3270824256033047,False,ns
MPDU1,0.05908372588917743,13859.0,0.014232082665384348,0.04708879471664916,1.3270824256033047,False,ns
NEK8,-0.14950892221936662,9901.0,0.014232099147571613,0.04708879471664916,1.3270824256033047,False,ns
RFK,0.10429053261469612,13859.0,0.014232082665384348,0.04708879471664916,1.3270824256033047,False,ns
ARMC2,-0.2028396132659882,9901.0,0.014232107388668404,0.04708879471664916,1.3270824256033047,False,ns
GCNT2,-0.11071055625388837,9901.0,0.014232090906476928,0.04708879471664916,1.3270824256033047,False,ns
WDR19,-0.12355046076247156,9901.0,0.014232090906476928,0.04708879471664916,1.3270824256033047,False,ns
LSM7,0.06384955875316578,13859.0,0.014232099147571613,0.04708879471664916,1.3270824256033047,False,ns
MRPL12,0.09126604295335383,13858.0,0.014281167858455866,0.047209985520083445,1.3259661327724905,False,ns
HOXA10,0.17095658702305983,13858.0,0.014281126548585234,0.047209985520083445,1.3259661327724905,False,ns
DMTF1,-0.011398086915198391,9902.0,0.014281167858455866,0.047209985520083445,1.3259661327724905,False,ns
CWH43,-0.6167388353194037,9902.0,0.01428117612043631,0.047209985520083445,1.3259661327724905,False,ns
SH2D1A,0.18458203969096676,13857.0,0.014330394035273154,0.04735206387798138,1.3246610871721185,False,ns
CHORDC1,0.15275054453728565,13857.0,0.014330385752370967,0.04735206387798138,1.3246610871721185,False,ns
FAM26E,-0.21331166503542054,9904.0,0.014379753207091919,0.047473826377480495,1.3235457628539093,False,ns
CASKIN2,-0.21076502519175655,9904.0,0.014379753207091919,0.047473826377480495,1.3235457628539093,False,ns
CUEDC2,0.044816160443220454,13856.0,0.014379736599374113,0.047473826377480495,1.3235457628539093,False,ns
GLI1,-0.25370582197203007,9904.0,0.014379753207091919,0.047473826377480495,1.3235457628539093,False,ns
CNOT8,-0.05643885137809512,9905.0,0.01442924562651431,0.04761656551153877,1.3222419326014017,False,ns
POLR3D,0.09493941917256876,13855.0,0.01442926227622387,0.04761656551153877,1.3222419326014017,False,ns
RAB2B,-0.05776367455071352,9906.0,0.014478938313492146,0.04774938307397667,1.3210322351650199,False,ns
GDPD5,-0.12240102803805364,9906.0,0.014478946659388316,0.04774938307397667,1.3210322351650199,False,ns
HSPA13,0.15344923970816104,13854.0,0.014478938313492146,0.04774938307397667,1.3210322351650199,False,ns
KRTAP2-1,0.11141523581874857,13853.0,0.014528756724163202,0.0479032421965242,1.319635091587356,False,ns
TAF4,-0.050747639433003755,9908.0,0.014578726213624375,0.048005436859613455,1.3187095737824313,False,ns
RIN3,0.0830315106565056,13852.0,0.014578701049388207,0.048005436859613455,1.3187095737824313,False,ns
APH1A,-0.09436130796616293,9908.0,0.014578726213624375,0.048005436859613455,1.3187095737824313,False,ns
FLCN,-0.15125374996219154,9908.0,0.014578709437464827,0.048005436859613455,1.3187095737824313,False,ns
APOBR,0.11952505797458457,13852.0,0.014578726213624375,0.048005436859613455,1.3187095737824313,False,ns
PEX12,-0.07944638232714141,9908.0,0.014578726213624375,0.048005436859613455,1.3187095737824313,False,ns
SRSF4,-0.07111012468006628,9909.0,0.014628847163094478,0.04816003034824857,1.3173132480776253,False,ns
HPX,-0.12670336773021518,9910.0,0.014679119954482152,0.04829414150040153,1.316105549752946,False,ns
TMEM158,0.3058785117618248,13850.0,0.014679128384904656,0.04829414150040153,1.316105549752946,False,ns
ASB4,-0.0003461839570007008,9910.0,0.014679086232813231,0.04829414150040153,1.316105549752946,False,ns
REEP1,-0.13941343050491284,9911.0,0.014729536518738486,0.048449483067053135,1.3147108523041136,False,ns
WBP2,0.05772352756136989,13848.0,0.014780114121182339,0.04858431996475028,1.3135038717161394,False,ns
ITFG3,-0.0656406189530383,9912.0,0.01478013106701033,0.04858431996475028,1.3135038717161394,False,ns
PIWIL2,-0.21040862040436048,9912.0,0.01478013106701033,0.04858431996475028,1.3135038717161394,False,ns
TM4SF18,0.21915028213724774,13847.0,0.014830861703808495,0.04870888807092449,1.3123917844124964,False,ns
GIT2,0.07126125339821421,13847.0,0.014830853209589805,0.04870888807092449,1.3123917844124964,False,ns
ABHD5,0.11529026253778163,13847.0,0.014830861703808495,0.04870888807092449,1.3123917844124964,False,ns
TBC1D7,0.07556911898091556,13847.0,0.014830844715373208,0.04870888807092449,1.3123917844124964,False,ns
BUD31,0.0489279927376991,13846.0,0.014881694623769065,0.04884427475013735,1.311186334506941,False,ns
GSTCD,-0.06872198342359592,9914.0,0.014881737201540528,0.04884427475013735,1.311186334506941,False,ns
MMP15,-0.12318042680902863,9914.0,0.014881737201540528,0.04884427475013735,1.311186334506941,False,ns
ERVFRD-1,-0.09199558434638222,9915.0,0.014932774955309792,0.048958860436631245,1.31016869935601,False,ns
C1orf51,0.31360646905143774,13845.0,0.014932774955309792,0.048958860436631245,1.31016869935601,False,ns
CASZ1,-0.11436788781668294,9915.0,0.014932757881434324,0.048958860436631245,1.31016869935601,False,ns
MID2,0.09213541377932977,13845.0,0.014932766418370998,0.048958860436631245,1.31016869935601,False,ns
DYNC1I1,-0.1450137697028575,9915.0,0.014932774955309792,0.048958860436631245,1.31016869935601,False,ns
RWDD2A,0.07562256605080009,13844.0,0.014983941181885872,0.04906311839700722,1.3092448519801687,False,ns
HACL1,0.03982893003811405,13844.0,0.014983949740239012,0.04906311839700722,1.3092448519801687,False,ns
CA9,0.41206859829898423,13844.0,0.014983966856951612,0.04906311839700722,1.3092448519801687,False,ns
ITFG2,-0.0868324378668568,9916.0,0.014983966856951612,0.04906311839700722,1.3092448519801687,False,ns
LAMB1,-0.1060561078404536,9916.0,0.014983966856951612,0.04906311839700722,1.3092448519801687,False,ns
KLHL2,0.12719667194508055,13844.0,0.014983941181885872,0.04906311839700722,1.3092448519801687,False,ns
ISLR,0.17938048445263277,13843.0,0.015035313293212078,0.049199408448148164,1.3080401189653525,False,ns
DNAJB7,-0.0004954881822714086,9917.0,0.015035296133585611,0.049199408448148164,1.3080401189653525,False,ns
CTNNA2,-0.038361840949749926,9917.0,0.01503527039416187,0.049199408448148164,1.3080401189653525,False,ns
NKAIN2,0.3844294586178014,13842.0,0.015086823252841186,0.0493360570827508,1.3068355620945347,False,ns
ZNF277,0.13428840567856604,13842.0,0.0150868146515295,0.0493360570827508,1.3068355620945347,False,ns
EMR3,0.262955748329869,13842.0,0.015086823252841186,0.0493360570827508,1.3068355620945347,False,ns
TSPAN9,-0.14329930265317437,9919.0,0.015138471320034859,0.049494291328479254,1.3054448897030575,False,ns
B3GNT8,-0.15447500850225282,9920.0,0.015190283687552038,0.04961029208246466,1.3044282160311547,False,ns
IVNS1ABP,0.14889522242351916,13840.0,0.015190292331969417,0.04961029208246466,1.3044282160311547,False,ns
PRKD1,-0.08669554772123966,9920.0,0.015190292331969417,0.04961029208246466,1.3044282160311547,False,ns
ALDH2,-0.13447553795137956,9920.0,0.015190275043136758,0.04961029208246466,1.3044282160311547,False,ns
CTSW,0.13789215428239743,13840.0,0.015190292331969417,0.04961029208246466,1.3044282160311547,False,ns
ZNF728,0.13795049400566928,13839.0,0.015242243477572382,0.04973718562764819,1.3033187928691117,False,ns
FABP12,-0.1704312500735483,9921.0,0.015242252143598116,0.04973718562764819,1.3033187928691117,False,ns
C18orf32,0.10742248640279772,13839.0,0.015242252143598116,0.04973718562764819,1.3033187928691117,False,ns
EBNA1BP2,-0.04169374779196744,9921.0,0.015242234811548799,0.04973718562764819,1.3033187928691117,False,ns
UCK2,0.21043506845946247,13838.0,0.015294377078383674,0.04987511150373022,1.3021161203698448,False,ns
COBRA1,-0.07386412102724371,9922.0,0.015294377078383674,0.04987511150373022,1.3021161203698448,False,ns
TRAF3IP1,-0.08480122901890397,9922.0,0.015294377078383674,0.04987511150373022,1.3021161203698448,False,ns
PRPF38B,-0.017227943278379954,9923.0,0.015346650173451198,0.050034825952102485,1.3007276065851334,False,ns
WISP2,0.21529720993964396,13836.0,0.015399080486311658,0.050141235391665415,1.2998049699953986,False,ns
ADRB3,0.11425176274133086,13836.0,0.015399097948484904,0.050141235391665415,1.2998049699953986,False,ns
LRIG3,0.1213605839193832,13836.0,0.015399089217397218,0.050141235391665415,1.2998049699953986,False,ns
SNRNP27,0.04725697503495496,13836.0,0.015399071755228245,0.050141235391665415,1.2998049699953986,False,ns
EHHADH,0.11527078962325898,13836.0,0.015399106679574715,0.050141235391665415,1.2998049699953986,False,ns
SLC16A6,0.16207623953565164,13836.0,0.015399097948484904,0.050141235391665415,1.2998049699953986,False,ns
DNAH7,-0.3575584325000163,9925.0,0.015451703420545873,0.05026936517871547,1.2986965991785624,False,ns
HPDL,0.13936797248147936,13835.0,0.015451703420545873,0.05026936517871547,1.2986965991785624,False,ns
GALNT13,-0.15500001956919363,9925.0,0.015451694667691833,0.05026936517871547,1.2986965991785624,False,ns
GPA33,-0.36710642788355585,9925.0,0.015451703420545873,0.05026936517871547,1.2986965991785624,False,ns
SRPK2,0.08641405623228948,13834.0,0.015504449433421373,0.0503762148113498,1.297774467808563,False,ns
C2orf83,-0.149829006668996,9926.0,0.015504440658766716,0.0503762148113498,1.297774467808563,False,ns
PLXND1,-0.09452455452211872,9926.0,0.015504458208078147,0.0503762148113498,1.297774467808563,False,ns
CSF2RA,0.13448957704953113,13834.0,0.015504449433421373,0.0503762148113498,1.297774467808563,False,ns
FAM195A,0.06778301514796503,13834.0,0.015504440658766716,0.0503762148113498,1.297774467808563,False,ns
ITIH1,0.21590238302373965,13834.0,0.015504440658766716,0.0503762148113498,1.297774467808563,False,ns
THAP8,0.0989795297878473,13833.0,0.015557371435853874,0.05051570019171376,1.2965736229323026,False,ns
SLC4A1,0.373850943046369,13833.0,0.015557371435853874,0.05051570019171376,1.2965736229323026,False,ns
BTN2A3P,-0.15160195518288777,9927.0,0.015557345046366265,0.05051570019171376,1.2965736229323026,False,ns
TUBA3D,0.1729205423854534,13832.0,0.015610443498250644,0.05065552208282274,1.2953732042153219,False,ns
IQCH,-0.1813095468157302,9928.0,0.015610443498250644,0.05065552208282274,1.2953732042153219,False,ns
TFCP2L1,-0.23799202402430986,9928.0,0.015610434679872894,0.05065552208282274,1.2953732042153219,False,ns
TMEM126A,0.05672044786446051,13831.0,0.01566365710975155,0.05081733595341494,1.2939881061305463,False,ns
SCMH1,-0.05874939814871638,9930.0,0.01571703025889652,0.050936177934638546,1.2929736460267205,False,ns
C1orf122,0.08045155912898494,13830.0,0.01571703025889652,0.050936177934638546,1.2929736460267205,False,ns
OR5P2,-0.15405564593385757,9930.0,0.015717065707895054,0.050936177934638546,1.2929736460267205,False,ns
LIN7A,-0.11147839786271518,9930.0,0.015717065707895054,0.050936177934638546,1.2929736460267205,False,ns
CDY2A,-0.012850989669901391,13830.0,0.015716977085462804,0.050936177934638546,1.2929736460267205,False,ns
SOCS2,-0.25483014863303666,9931.0,0.01577061664737614,0.05104434130216841,1.292052396132558,False,ns
SPINK7,0.06547079613665474,13829.0,0.01577059887888186,0.05104434130216841,1.292052396132558,False,ns
FOXO3,-0.11402822406165392,9931.0,0.015770589994637922,0.05104434130216841,1.292052396132558,False,ns
SRBD1,0.1039450253015275,13829.0,0.01577059887888186,0.05104434130216841,1.292052396132558,False,ns
COX7A1,-0.10569227548054805,9931.0,0.01577061664737614,0.05104434130216841,1.292052396132558,False,ns
SON,-0.0872121620557369,9931.0,0.01577061664737614,0.05104434130216841,1.292052396132558,False,ns
DIO3,0.25430159531720875,13826.0,0.015932233572476563,0.051501555713414436,1.28817965197732,False,ns
UFD1L,0.039525704364869796,13826.0,0.01593221567154706,0.051501555713414436,1.28817965197732,False,ns
SSRP1,-0.028328528207143933,9934.0,0.01593221567154706,0.051501555713414436,1.28817965197732,False,ns
ZNF354C,-0.15193853816473712,9934.0,0.01593220672108553,0.051501555713414436,1.28817965197732,False,ns
CLEC16A,-0.06287289308190758,9934.0,0.01593220672108553,0.051501555713414436,1.28817965197732,False,ns
SERPINA1,0.11476154407947625,13826.0,0.015932233572476563,0.051501555713414436,1.28817965197732,False,ns
TMEM132C,-0.26556498001693907,9935.0,0.015986428578243284,0.05164375097206491,1.2869822217249691,False,ns
LRRC38,0.2837199172157545,13825.0,0.01598641063301429,0.05164375097206491,1.2869822217249691,False,ns
SRCAP,-0.08862671509360087,9935.0,0.01598641960562772,0.05164375097206491,1.2869822217249691,False,ns
ZFAND4,-0.07493778957219721,9936.0,0.016040767609103893,0.05177524746912364,1.2858778166408258,False,ns
ABCA1,-0.11015218100746793,9936.0,0.016040767609103893,0.05177524746912364,1.2858778166408258,False,ns
ANKRD30BP2,0.5060677602287198,13824.0,0.016040776603905696,0.05177524746912364,1.2858778166408258,False,ns
TMEM134,0.056128108745381766,13824.0,0.016040767609103893,0.05177524746912364,1.2858778166408258,False,ns
ARL4A,0.17742765587172293,13823.0,0.016095277983435068,0.05190707319853552,1.2847734583020514,False,ns
SH2B1,-0.06674403030074849,9937.0,0.016095268966410507,0.05190707319853552,1.2847734583020514,False,ns
GLUD2,-0.05903689871376372,9937.0,0.016095287000461745,0.05190707319853552,1.2847734583020514,False,ns
FASTKD2,0.10241028337002867,13823.0,0.01609529601749056,0.05190707319853552,1.2847734583020514,False,ns
FGD2,0.14077587452092555,13822.0,0.016149987287022473,0.052028184850806694,1.283761325421079,False,ns
ST8SIA3,0.07857952405615976,13822.0,0.01614997824772584,0.052028184850806694,1.283761325421079,False,ns
KLC1,-0.06170465977773709,9938.0,0.016149969208431356,0.052028184850806694,1.283761325421079,False,ns
CST9,0.03221004907200631,13822.0,0.01614992401199101,0.052028184850806694,1.283761325421079,False,ns
SNAPC4,-0.037740345462607294,9938.0,0.016149969208431356,0.052028184850806694,1.283761325421079,False,ns
RNF20,-0.07125147693740175,9939.0,0.0162048236966531,0.05213845352166046,1.2828418545825289,False,ns
DIMT1,0.08903012158322277,13821.0,0.016204805573457617,0.05213845352166046,1.2828418545825289,False,ns
KRT71,-0.11250113570220766,9939.0,0.01620479651186305,0.05213845352166046,1.2828418545825289,False,ns
FAM18B2,0.11338520223236159,13821.0,0.01620481463505429,0.05213845352166046,1.2828418545825289,False,ns
PARP14,-0.12259152347715307,9939.0,0.01620481463505429,0.05213845352166046,1.2828418545825289,False,ns
SLC2A4RG,-0.07711462457367979,9939.0,0.0162048236966531,0.05213845352166046,1.2828418545825289,False,ns
CCDC70,-0.020702942217593057,9940.0,0.016259778263393164,0.05226008877779211,1.2818298568422852,False,ns
LRRC71,-0.441578785186465,9940.0,0.016259823683070187,0.05226008877779211,1.2818298568422852,False,ns
TEKT2,-0.5542542798184158,9940.0,0.016259841850956004,0.05226008877779211,1.2818298568422852,False,ns
C7orf42,-0.03403935832859517,9940.0,0.016259805515192943,0.05226008877779211,1.2818298568422852,False,ns
ACSL1,0.17633902833813941,13820.0,0.016259841850956004,0.05226008877779211,1.2818298568422852,False,ns
PHOX2B,-0.0518039842136222,9941.0,0.016314905692799652,0.05241510566919301,1.2805435343260547,False,ns
OCIAD1,-0.024203081794706094,9941.0,0.01631497854327648,0.05241510566919301,1.2805435343260547,False,ns
SLC39A6,0.11487055709203542,13818.0,0.01637031600025039,0.05257075337022805,1.2792557992382139,False,ns
CYP7B1,0.18585200556361414,13818.0,0.01637035251522187,0.05257075337022805,1.2792557992382139,False,ns
WFDC10B,-0.21269821305327952,9943.0,0.016425836593349823,0.05272665223140477,1.2779698024137158,False,ns
EID2B,-0.09376138135346324,9943.0,0.01642584574455291,0.05272665223140477,1.2779698024137158,False,ns
DCAF8,-0.05701348312597965,9944.0,0.01648150416830569,0.052894129656422914,1.2765925245487513,False,ns
FAM155A,0.22474399010467572,13815.0,0.016537346585070778,0.05300613614026435,1.2756738523312237,False,ns
DGKI,0.19988736073495117,13815.0,0.016537346585070778,0.05300613614026435,1.2756738523312237,False,ns
FAM179A,-0.3399133477873315,9945.0,0.016537355781310405,0.05300613614026435,1.2756738523312237,False,ns
TMEM127,-0.05893475285395766,9945.0,0.016537318996364722,0.05300613614026435,1.2756738523312237,False,ns
PPP4R1L,-0.0772246576686535,9945.0,0.016537337388833288,0.05300613614026435,1.2756738523312237,False,ns
ITGA8,-0.14167270774709984,9945.0,0.016537346585070778,0.05300613614026435,1.2756738523312237,False,ns
CDH9,-0.04989491585287764,9946.0,0.01659333666186595,0.05314071528875606,1.2745726041623047,False,ns
CASP9,-0.09135256494121258,9946.0,0.016593318224246714,0.05314071528875606,1.2745726041623047,False,ns
OASL,-0.2071061695080445,9946.0,0.01659334588067877,0.05314071528875606,1.2745726041623047,False,ns
DUSP9,-0.09188717107770117,9946.0,0.01659334588067877,0.05314071528875606,1.2745726041623047,False,ns
TRNAU1AP,-0.07355095215073604,9947.0,0.016649511636463585,0.05329809924958187,1.2732882787808835,False,ns
CARD10,-0.12199753649824174,9947.0,0.01664950239503668,0.05329809924958187,1.2732882787808835,False,ns
KITLG,-0.10560219914789215,9948.0,0.016705834996678357,0.05345591410351439,1.2720042395583775,False,ns
TOM1L1,-0.06440924700105377,9948.0,0.01670585352484007,0.05345591410351439,1.2720042395583775,False,ns
PBX1,-0.0945230674748263,9949.0,0.01676235344936897,0.053591517557165326,1.2709039448154784,False,ns
ABCB6,0.11037883924877256,13811.0,0.01676234416259539,0.053591517557165326,1.2709039448154784,False,ns
PSMD12,0.09780100700108285,13811.0,0.016762325589054664,0.053591517557165326,1.2709039448154784,False,ns
SERP2,-0.08963797228578407,9949.0,0.01676234416259539,0.053591517557165326,1.2709039448154784,False,ns
GPR171,0.21318611599534876,13810.0,0.016819011751708576,0.05370482534901295,1.269986691427046,False,ns
FOPNL,-0.018913633592706702,9950.0,0.01681898382320941,0.05370482534901295,1.269986691427046,False,ns
GNAT1,0.022066693130837978,9950.0,0.016818890728351812,0.05370482534901295,1.269986691427046,False,ns
PLA2G2F,-0.12142481693884877,9950.0,0.01681902106121262,0.05370482534901295,1.269986691427046,False,ns
NPEPL1,-0.07235682143109301,9950.0,0.01681897451371399,0.05370482534901295,1.269986691427046,False,ns
MYBPH,0.35912713876469393,13810.0,0.01681902106121262,0.05370482534901295,1.269986691427046,False,ns
PPT1,0.10067574784400435,13809.0,0.016875856770804682,0.05386364713642033,1.2687042436167388,False,ns
HOXA9,0.23415554834342434,13809.0,0.016875856770804682,0.05386364713642033,1.2687042436167388,False,ns
MOAP1,-0.07855433090337627,9952.0,0.016932851634198234,0.05402284317089726,1.2674225630412235,False,ns
C18orf10,-0.07124418313579284,9952.0,0.016932804858823865,0.05402284317089726,1.2674225630412235,False,ns
ERI2,0.12465795869495455,13807.0,0.016990024750544168,0.05419385915386856,1.2660499217029797,False,ns
CHRM5,-0.08743650891240407,9954.0,0.017047348398484027,0.05434254027760497,1.2648600640638703,False,ns
CNTNAP4,-0.0086919702371282,13806.0,0.017047263791294343,0.05434254027760497,1.2648600640638703,False,ns
CCDC40,-0.3420989281321196,9954.0,0.017047376600919293,0.05434254027760497,1.2648600640638703,False,ns
KRTAP1-5,0.2889458537896714,13805.0,0.017104851124916783,0.054491545075643286,1.2636708777572463,False,ns
TPRXL,-0.15342529319105935,9955.0,0.017104888819857725,0.054491545075643286,1.2636708777572463,False,ns
TRPM8,0.010633767038891406,13805.0,0.017104869972382947,0.054491545075643286,1.2636708777572463,False,ns
PRDM9,-0.09430019653403932,9956.0,0.017162486178987,0.05462935638531147,1.2625739160871796,False,ns
ZNF143,0.07984694083584465,13804.0,0.017162542859127165,0.05462935638531147,1.2625739160871796,False,ns
CCDC53,0.05653301206196737,13804.0,0.01716253341243175,0.05462935638531147,1.2625739160871796,False,ns
STK40,-0.05738722283546771,9956.0,0.017162523965738523,0.05462935638531147,1.2625739160871796,False,ns
KIAA1147,0.09810966554089084,13803.0,0.017220414683961134,0.054779136347996374,1.2613848191477057,False,ns
FILIP1L,-0.20231782361744877,9957.0,0.017220414683961134,0.054779136347996374,1.2613848191477057,False,ns
NQO1,0.14875963974105133,13803.0,0.017220424153665263,0.054779136347996374,1.2613848191477057,False,ns
C20orf54,-0.14724025529477114,9958.0,0.0172784291130281,0.05492918159905341,1.2601968715714476,False,ns
PCSK1,0.5306154302921828,13802.0,0.01727844809851647,0.05492918159905341,1.2601968715714476,False,ns
WDR45,0.08213073184223063,13802.0,0.017278419620287165,0.05492918159905341,1.2601968715714476,False,ns
NHLRC2,-0.10925674834127541,9959.0,0.017336633933998372,0.055102617905798845,1.2588277674815307,False,ns
MRPL51,0.060110979073614956,13800.0,0.017394972468568737,0.05523034120003484,1.2578222737990525,False,ns
C1QB,0.1398748992238552,13800.0,0.017394991546446296,0.05523034120003484,1.2578222737990525,False,ns
CD300C,0.12475081714661052,13800.0,0.017394982007506447,0.05523034120003484,1.2578222737990525,False,ns
KLRF1,-0.24861430111289007,9960.0,0.017394991546446296,0.05523034120003484,1.2578222737990525,False,ns
RABL2A,-0.07843439790663531,9960.0,0.017395010624332446,0.05523034120003484,1.2578222737990525,False,ns
FOXO4,-0.10638187908452057,9961.0,0.017453550039490784,0.05540461932234841,1.2564540247558087,False,ns
COMMD6,0.11151857685639488,13798.0,0.01751226211344872,0.05552133226444268,1.2555401212968256,False,ns
UPK3B,-0.24302882116982438,9962.0,0.01751226211344872,0.05552133226444268,1.2555401212968256,False,ns
C6orf106,-0.1070148951809049,9962.0,0.017512223772267105,0.05552133226444268,1.2555401212968256,False,ns
COX11,0.11012721840191553,13798.0,0.01751224294285361,0.05552133226444268,1.2555401212968256,False,ns
NLRP4,-0.04182182160077863,9962.0,0.01751224294285361,0.05552133226444268,1.2555401212968256,False,ns
SP140,0.12585197086081656,13798.0,0.01751226211344872,0.05552133226444268,1.2555401212968256,False,ns
SMUG1,0.07369480548311103,13797.0,0.01757110883093483,0.05562669770252207,1.2547167213308132,False,ns
C12orf40,-0.01313884604364346,9963.0,0.01757112804799253,0.05562669770252207,1.2547167213308132,False,ns
C6orf10,-0.0669044616781882,9963.0,0.017571118439462602,0.05562669770252207,1.2547167213308132,False,ns
MTHFS,0.0857679831040592,13797.0,0.017571137656524616,0.05562669770252207,1.2547167213308132,False,ns
METTL10,0.10572472785991494,13797.0,0.01757110883093483,0.05562669770252207,1.2547167213308132,False,ns
YEATS2,-0.08110000943100815,9963.0,0.017571137656524616,0.05562669770252207,1.2547167213308132,False,ns
RASGRP1,0.2073206440366917,13797.0,0.01757114726505885,0.05562669770252207,1.2547167213308132,False,ns
GABBR1,-0.1013400178106405,9964.0,0.017630196282067526,0.055743912887448815,1.2538025496918925,False,ns
MGAM,0.33101632149966154,13796.0,0.01763020591387627,0.055743912887448815,1.2538025496918925,False,ns
NDUFB7,0.04129214703159256,13796.0,0.017630196282067526,0.055743912887448815,1.2538025496918925,False,ns
RGS7,-0.03002798200320056,9964.0,0.017630177018456487,0.055743912887448815,1.2538025496918925,False,ns
TRIM69,0.09568714030637171,13796.0,0.01763020591387627,0.055743912887448815,1.2538025496918925,False,ns
